1,-0.05,-9.16,0.30
1,0.09,-9.89,0.43
1,0.09,-9.57,0.25
1,-0.03,-9.07,0.15
1,-0.24,-9.45,0.36
1,-0.17,-9.34,0.32
1,0.03,-9.08,0.40
1,-0.06,-9.82,0.21
1,-0.17,-9.34,0.43
1,-0.22,-9.26,0.15
1,-0.18,-9.46,0.23
1,-0.16,-9.53,0.21
1,-0.07,-9.18,0.26
1,-0.02,-9.53,0.21
1,-0.08,-9.40,0.34
1,-0.01,-9.31,0.39
1,0.04,-9.45,0.42
1,-0.06,-9.55,0.32
1,-0.06,-9.27,0.34
1,-0.08,-9.09,0.84
1,-0.31,-9.67,-0.02
1,-0.35,-8.89,1.24
1,-0.18,-9.22,0.82
1,-0.02,-9.76,-0.11
1,-0.09,-9.17,0.26
1,-0.14,-9.40,0.30
1,-0.04,-9.33,0.26
1,-0.12,-9.23,0.25
1,-0.04,-9.43,0.01
1,-0.05,-9.15,0.76
1,-0.04,-9.32,0.57
1,-0.11,-9.41,0.48
1,-0.08,-9.63,0.24
1,-0.05,-9.36,0.46
1,-0.04,-9.38,0.25
1,-0.06,-9.52,0.22
1,-0.08,-9.49,0.28
1,-0.06,-9.26,0.53
1,-0.09,-9.30,0.40
1,-0.18,-9.51,0.31
1,-0.20,-9.30,0.34
1,-0.16,-9.33,0.34
1,-0.15,-9.42,0.42
1,-0.12,-9.35,0.35
1,-0.08,-9.42,0.25
1,-0.05,-9.44,0.36
1,-0.03,-9.41,0.34
1,0.01,-9.44,0.28
1,-0.01,-9.37,0.46
1,-0.03,-9.36,0.39
1,-0.01,-9.39,0.44
1,-0.06,-9.47,0.37
1,-0.09,-9.40,0.44
1,-0.15,-9.31,0.41
1,-0.20,-9.37,0.33
1,-0.16,-9.44,0.30
1,-0.08,-9.26,0.27
1,-0.06,-9.31,0.43
1,-0.11,-9.44,0.24
1,-0.06,-9.30,0.38
1,-0.09,-9.40,0.32
1,-0.12,-9.43,0.24
1,-0.08,-9.42,0.23
1,-0.11,-9.35,0.38
1,-0.12,-9.38,0.39
1,-0.09,-9.43,0.33
1,-0.08,-9.37,0.38
1,-0.09,-9.41,0.37
1,-0.03,-9.46,0.44
1,-0.11,-9.40,0.34
1,-0.11,-9.35,0.30
1,-0.07,-9.39,0.40
1,-0.10,-9.33,0.39
1,-0.12,-9.39,0.31
1,-0.16,-9.39,0.32
1,-0.15,-9.28,0.30
1,-0.14,-9.42,0.20
1,-0.14,-9.42,0.26
1,-0.17,-9.23,0.27
1,-0.11,-9.39,0.50
1,-0.06,-10.04,0.13
1,0.01,-8.12,0.53
1,-0.06,-10.41,0.15
1,-0.09,-9.39,0.45
1,0.04,-8.29,0.68
1,0.00,-10.25,0.12
1,-0.22,-9.87,0.29
1,-0.11,-8.10,0.53
1,-0.16,-10.18,0.17
1,-0.15,-9.46,0.41
1,-0.11,-8.71,0.39
1,-0.10,-9.54,0.27
1,-0.12,-9.95,0.23
1,-0.04,-8.74,0.44
1,-0.07,-9.50,0.24
1,-0.18,-9.86,0.10
1,-0.14,-8.89,0.48
1,-0.12,-9.29,0.39
1,-0.12,-9.79,0.25
1,-0.07,-9.25,0.47
1,-0.04,-9.24,0.45
1,-0.01,-9.74,0.35
1,0.02,-9.26,0.42
1,-0.03,-9.29,0.40
1,-0.09,-9.46,0.29
1,-0.10,-9.42,0.35
1,-0.09,-9.28,0.46
1,-0.07,-9.47,0.29
1,-0.15,-9.45,0.27
1,-0.19,-9.17,0.39
1,-0.17,-9.43,0.28
1,-0.12,-9.47,0.26
1,-0.11,-9.29,0.36
1,-0.08,-9.34,0.35
1,-0.09,-9.50,0.37
1,-0.05,-9.39,0.38
1,-0.05,-9.31,0.42
1,-0.07,-9.49,0.30
1,-0.10,-9.37,0.36
1,-0.04,-9.39,0.41
1,-0.04,-9.46,0.35
1,-0.05,-9.40,0.38
1,-0.05,-9.29,0.40
1,-0.12,-9.47,0.30
1,-0.12,-9.44,0.33
1,-0.12,-9.27,0.37
1,-0.13,-9.39,0.31
1,-0.17,-9.60,0.25
1,-0.12,-9.30,0.35
1,-0.13,-9.48,0.28
1,-0.12,-9.45,0.37
1,-0.07,-9.26,0.41
1,-0.09,-9.47,0.30
1,-0.11,-9.50,0.29
1,-0.06,-9.32,0.34
1,-0.04,-9.37,0.40
1,-0.05,-9.49,0.32
1,-0.06,-9.29,0.36
1,-0.07,-9.35,0.45
1,-0.12,-9.43,0.35
1,-0.12,-9.34,0.34
1,-0.12,-9.40,0.34
1,-0.08,-9.44,0.34
1,-0.08,-9.30,0.30
1,-0.07,-9.44,0.28
1,-0.06,-9.48,0.27
1,-0.07,-9.33,0.32
1,-0.14,-9.31,0.36
1,-0.06,-9.53,0.26
1,-0.08,-9.36,0.39
1,-0.05,-9.24,0.46
1,-0.11,-9.46,0.37
1,-0.13,-9.44,0.34
1,-0.13,-9.36,0.27
1,-0.13,-9.46,0.40
1,-0.05,-9.40,0.29
1,-0.06,-9.39,0.30
1,-0.07,-9.43,0.32
1,-0.09,-9.34,0.32
1,-0.13,-9.32,0.36
1,-0.15,-9.44,0.34
1,-0.10,-9.37,0.37
1,-0.15,-9.32,0.36
1,-0.12,-9.40,0.30
1,-0.08,-9.39,0.32
1,-0.13,-9.41,0.30
1,-0.08,-9.51,0.25
1,-0.08,-9.23,0.45
1,-0.05,-9.72,0.40
1,-0.08,-9.28,0.29
1,-0.10,-9.63,0.10
1,-0.10,-9.27,0.56
1,-1.49,-9.06,-0.35
1,-0.31,-10.72,-0.41
1,0.36,-10.18,0.67
1,-0.40,-9.16,0.66
1,-0.19,-8.03,0.75
1,-0.03,-10.00,0.16
1,-0.13,-9.59,0.44
1,-0.08,-9.21,0.55
1,-0.08,-9.35,0.16
1,-0.15,-9.81,-0.04
1,-0.22,-8.84,0.34
1,-0.03,-9.05,0.56
1,-0.45,-10.59,0.40
1,-0.43,-9.73,0.79
1,0.00,-9.54,0.05
1,-0.03,-9.03,-0.01
1,-0.15,-9.66,0.73
1,-0.16,-8.97,0.86
1,-0.14,-9.34,0.55
1,-0.06,-8.80,0.43
1,-0.07,-9.19,0.45
1,-0.23,-9.11,0.68
1,-0.11,-10.29,-0.21
1,-0.28,-9.28,0.45
1,-0.09,-9.75,0.33
1,-0.11,-7.94,0.40
1,0.84,-8.63,0.18
1,-0.57,-9.85,-0.25
1,1.43,-10.20,0.63
1,-1.34,-10.46,0.58
1,-1.49,-9.28,1.03
1,-1.13,-9.70,-0.02
1,-0.30,-7.58,1.58
1,0.79,-9.67,3.42
1,-0.03,-9.88,0.30
1,0.33,-8.40,1.03
1,0.90,-10.19,-1.20
1,1.30,-10.43,-0.62
1,2.04,-9.20,-0.25
1,0.93,-10.49,-1.55
1,0.82,-10.41,-0.91
1,0.39,-9.36,0.63
1,0.01,-9.94,-0.41
1,-0.63,-9.62,0.50
1,0.13,-7.64,0.84
1,-1.05,-8.63,-0.42
1,-0.62,-10.70,-0.21
1,-0.30,-9.44,0.36
1,-0.33,-9.98,0.17
1,-0.04,-10.51,-0.33
1,0.80,-8.15,-0.17
1,0.20,-9.23,0.28
1,-0.20,-9.87,0.18
1,-0.12,-9.20,0.22
1,-0.16,-9.31,0.46
1,-0.14,-8.98,0.34
1,-0.47,-9.30,0.96
1,-0.75,-9.33,0.98
1,1.29,-8.32,1.42
1,0.43,-9.97,-0.63
1,-0.42,-9.90,-0.28
1,-0.38,-8.92,-0.67
1,-0.57,-10.24,1.03
1,0.62,-9.70,0.43
1,0.28,-10.24,-1.58
1,0.20,-8.95,1.06
1,0.38,-9.42,0.26
1,0.32,-9.15,-0.77
1,0.27,-9.23,1.20
1,-0.02,-9.25,1.08
1,-0.27,-9.27,0.31
1,-0.24,-9.17,1.00
1,0.12,-9.28,0.57
1,-0.50,-9.39,-1.49
1,0.37,-9.67,0.88
1,0.41,-9.19,0.72
1,-0.42,-9.21,0.45
1,0.06,-9.79,-0.09
1,0.16,-9.69,0.05
1,-0.05,-9.11,0.45
1,0.02,-9.63,0.19
1,0.12,-9.44,0.02
1,0.12,-8.98,0.69
1,0.16,-9.47,0.30
1,-0.12,-9.60,0.45
1,-0.15,-9.26,1.00
1,0.25,-8.32,1.62
1,-0.36,-9.64,0.25
1,-0.02,-9.26,0.56
1,-0.66,-9.61,0.06
1,-0.16,-9.50,0.71
1,-0.35,-9.17,0.82
1,-0.42,-9.33,0.99
1,-0.30,-9.54,0.30
1,-0.05,-10.00,-0.31
1,1.05,-8.81,-0.04
1,0.22,-9.41,0.35
1,-0.15,-9.09,0.83
1,0.42,-9.28,-0.08
1,0.32,-10.15,-0.23
1,0.07,-9.07,0.66
1,-0.46,-9.95,0.31
1,0.12,-9.41,0.11
1,-0.17,-9.52,0.34
1,0.22,-9.65,-0.17
1,0.50,-9.26,0.09
1,0.38,-10.28,-0.47
1,-0.22,-9.48,0.23
1,-1.81,-12.38,0.55
1,2.21,-4.66,1.13
1,-0.92,-8.42,-1.04
1,-0.27,-10.52,-0.41
1,-0.66,-10.16,0.38
1,0.18,-9.33,0.21
1,-0.40,-9.80,0.25
1,-0.79,-9.12,0.28
1,0.10,-8.67,0.40
1,-0.67,-10.17,1.88
1,-0.71,-9.07,-0.96
1,2.06,-8.44,0.59
1,-0.14,-9.85,-0.28
1,0.78,-10.33,-0.12
1,0.47,-8.72,0.76
1,-0.71,-9.23,1.08
1,-0.18,-10.37,-0.54
1,-0.49,-9.87,0.07
1,1.67,-10.39,-1.26
1,0.58,-9.28,0.03
1,0.17,-10.47,-0.89
1,-0.39,-9.31,0.73
1,-0.48,-10.37,-1.31
1,1.82,-8.31,-0.64
1,-0.28,-6.13,1.67
1,-0.37,-10.01,-0.18
1,-0.16,-9.27,0.25
1,-0.21,-10.23,0.08
1,-0.31,-9.80,0.50
1,-0.61,-8.93,1.09
1,-0.79,-9.14,0.62
1,1.14,-8.10,1.75
1,-0.41,-10.86,-0.60
1,-0.13,-10.25,-0.31
1,0.87,-8.60,0.53
1,0.52,-9.95,-0.24
1,0.38,-9.69,-0.14
1,0.23,-9.20,0.53
1,-0.15,-9.37,0.31
1,-0.35,-9.08,0.27
1,-0.25,-8.68,0.60
1,-0.11,-9.97,-0.05
1,0.42,-9.65,-0.10
1,-0.15,-9.74,0.99
1,0.06,-10.65,0.26
1,1.96,-10.77,0.56
1,-1.40,-8.26,2.41
1,3.28,-5.25,1.07
1,-0.15,-8.60,2.49
1,0.39,-10.89,-0.99
1,-0.09,-9.58,-0.06
1,-0.49,-9.10,0.91
1,-1.69,-9.50,0.28
1,2.20,-8.16,-0.50
1,-0.90,-9.56,1.99
1,-0.01,-8.53,3.39
1,-0.01,-8.47,1.47
1,-0.36,-8.37,1.47
1,0.13,-8.79,1.72
1,0.14,-9.06,1.58
1,-0.13,-9.58,0.39
1,1.08,-8.36,0.69
1,-0.15,-13.10,0.74
1,-0.15,-11.23,-1.30
1,-0.48,-10.05,-0.60
